time,vehicle,lane,pos,speed,leader,lagger,left_leader,left_lagger,right_leader,right_lagger,following_light
916,33,0,128,0,30,35,null,null,32,34,null
916,34,1,113,0,32,37,33,35,null,null,null
916,35,0,113,0,33,36,null,null,34,37,null
916,36,0,98,0,35,38,null,null,34,37,null
916,37,1,98,0,34,39,36,38,null,null,null
916,38,0,83,0,36,40,null,null,37,39,null
916,39,1,83,0,37,null,38,40,null,null,null
916,40,0,68,0,38,null,null,null,39,null,null
917,28,0,1178,40,null,29,null,null,null,27,3
917,27,1,1136,40,null,31,28,29,null,null,3
917,29,0,961,36,28,30,null,null,27,31,null
917,30,0,143,0,29,33,null,null,27,31,1
917,31,1,143,0,27,32,30,33,null,null,1
917,32,1,128,0,31,34,30,33,null,null,null
917,33,0,128,0,30,35,null,null,32,34,null
917,34,1,113,0,32,37,33,35,null,null,null
917,35,0,113,0,33,36,null,null,34,37,null
917,36,0,98,0,35,38,null,null,34,37,null
917,37,1,98,0,34,39,36,38,null,null,null
917,38,0,83,0,36,40,null,null,37,39,null
917,39,1,83,0,37,null,38,40,null,null,null
917,40,0,68,0,38,null,null,null,39,null,null
918,28,0,1215,37,null,29,null,null,null,27,5
918,27,1,1173,37,null,31,28,29,null,null,3
918,29,0,1001,40,28,30,null,null,27,31,3
918,30,0,149,6,29,33,null,null,27,31,2
918,31,1,149,6,27,32,30,33,null,null,2
918,32,1,128,0,31,34,30,33,null,null,1
918,33,0,128,0,30,35,null,null,32,34,1
918,34,1,113,0,32,37,33,35,null,null,null
918,35,0,113,0,33,36,null,null,34,37,null
918,36,0,98,0,35,38,null,null,34,37,null
918,37,1,98,0,34,39,36,38,null,null,null
918,38,0,83,0,36,40,null,null,37,39,null
918,39,1,83,0,37,null,38,40,null,null,null
918,40,0,68,0,38,null,null,null,39,null,null
919,28,0,1249,34,null,29,null,null,null,27,5
919,27,1,1207,34,null,31,28,29,null,null,5
919,29,0,1041,40,28,30,null,null,27,31,3
919,30,0,161,12,29,33,null,null,27,31,2
919,31,1,161,12,27,32,30,33,null,null,2
919,32,1,134,6,31,34,30,33,null,null,1
919,33,0,134,6,30,35,null,null,32,34,1
919,34,1,113,0,32,37,33,35,null,null,null
919,35,0,113,0,33,36,null,null,34,37,null
919,36,0,98,0,35,38,null,null,34,37,null
919,37,1,98,0,34,39,36,38,null,null,null
919,38,0,83,0,36,40,null,null,37,39,null
919,39,1,83,0,37,null,38,40,null,null,null
919,40,0,68,0,38,null,null,null,39,null,null
920,28,0,1289,40,null,29,null,null,null,27,5
920,27,1,1238,31,null,31,28,29,null,null,5
920,29,0,1081,40,28,30,null,null,27,31,3
920,30,0,179,18,29,33,null,null,27,31,2
920,31,1,179,18,27,32,30,33,null,null,2
920,32,1,146,12,31,34,30,33,null,null,null
920,33,0,137,3,30,35,null,null,32,34,1
920,34,1,119,6,32,37,33,35,null,null,1
920,35,0,119,6,33,36,null,null,34,37,null
920,36,0,98,0,35,38,null,null,34,37,null
920,37,1,98,0,34,39,36,38,null,null,null
920,38,0,83,0,36,40,null,null,37,39,null
920,39,1,83,0,37,null,38,40,null,null,null
920,40,0,68,0,38,null,null,null,39,null,null
921,28,0,1329,40,null,29,null,null,null,27,5
921,27,1,1275,37,null,31,28,29,null,null,5
921,29,0,1121,40,28,30,null,null,27,31,3
921,30,0,203,24,29,33,null,null,27,31,2
921,31,1,203,24,27,32,30,33,null,null,2
921,32,1,164,18,31,34,30,33,null,null,null
921,33,0,146,9,30,35,null,null,32,34,null
921,34,1,131,12,32,37,33,35,null,null,1
921,35,0,122,3,33,36,null,null,34,37,1
921,36,0,104,6,35,38,null,null,34,37,null
921,37,1,104,6,34,39,36,38,null,null,null
921,38,0,83,0,36,40,null,null,37,39,null
921,39,1,83,0,37,null,38,40,null,null,null
921,40,0,68,0,38,null,null,null,39,null,null
922,28,0,1369,40,null,29,null,null,null,27,5
922,27,1,1315,40,null,31,28,29,null,null,5
922,29,0,1161,40,28,30,null,null,27,31,3
922,30,0,233,30,29,33,null,null,27,31,2
922,31,1,233,30,27,32,30,33,null,null,2
922,32,1,179,15,31,34,30,33,null,null,null
922,33,0,161,15,30,35,null,null,32,34,null
922,34,1,149,18,32,37,33,35,null,null,null
922,35,0,122,0,33,36,null,null,34,37,1
922,37,1,116,12,34,39,35,36,null,null,1
922,36,0,107,3,35,38,null,null,37,39,null
922,38,0,89,6,36,40,null,null,37,39,null
922,39,1,89,6,37,null,38,40,null,null,null
922,40,0,68,0,38,null,null,null,39,null,null
923,28,0,1409,40,null,29,null,null,null,27,5
923,27,1,1355,40,null,31,28,29,null,null,5
923,29,0,1201,40,28,30,null,null,27,31,3
923,30,0,269,36,29,33,null,null,27,31,2
923,31,1,269,36,27,32,30,33,null,null,2
923,32,1,200,21,31,34,30,33,null,null,null
923,33,0,182,21,30,35,null,null,32,34,null
923,34,1,164,15,32,37,33,35,null,null,null
923,37,1,134,18,34,39,33,35,null,null,1
923,35,0,128,6,33,36,null,null,37,39,1
923,36,0,107,0,35,38,null,null,37,39,null
923,39,1,101,12,37,null,36,38,null,null,null
923,38,0,92,3,36,40,null,null,39,null,null
923,40,0,74,6,38,null,null,null,39,null,null
924,28,0,1449,40,null,29,null,null,null,27,5
924,27,1,1395,40,null,31,28,29,null,null,5
924,29,0,1241,40,28,30,null,null,27,31,null
924,30,0,309,40,29,33,null,null,27,31,2
924,31,1,309,40,27,32,30,33,null,null,2
924,32,1,218,18,31,34,30,33,null,null,null
924,33,0,209,27,30,35,null,null,32,34,null
924,34,1,185,21,32,37,33,35,null,null,null
924,37,1,149,15,34,39,33,35,null,null,null
924,35,0,140,12,33,36,null,null,37,39,1
924,39,1,119,18,37,40,35,36,null,null,1
924,36,0,113,6,35,38,null,null,39,40,null
924,38,0,92,0,36,null,null,null,39,40,null
924,40,1,77,3,39,null,38,null,null,null,null
925,28,0,1486,37,null,29,null,null,null,27,5
925,27,1,1432,37,null,31,28,29,null,null,5
925,29,0,1281,40,28,30,null,null,27,31,null
925,30,0,349,40,29,33,null,null,27,31,2
925,31,1,346,37,27,32,30,33,null,null,2
925,32,1,242,24,31,34,30,33,null,null,null
925,33,0,242,33,30,35,null,null,32,34,null
925,34,1,203,18,32,37,33,35,null,null,null
925,37,1,170,21,34,39,33,35,null,null,null
925,35,0,158,18,33,36,null,null,37,39,null
925,39,1,134,15,37,40,35,36,null,null,1
925,36,0,116,3,35,38,null,null,39,40,1
925,38,0,98,6,36,null,null,null,39,40,null
925,40,1,77,0,39,null,38,null,null,null,null
926,28,0,1520,34,null,29,null,null,null,27,5
926,27,1,1472,40,null,31,28,29,null,null,5
926,29,0,1321,40,28,30,null,null,27,31,null
926,30,0,389,40,29,33,null,null,27,31,2
926,31,1,386,40,27,32,30,33,null,null,2
926,33,0,272,30,30,35,null,null,31,32,null
926,32,1,263,21,31,34,33,35,null,null,null
926,34,1,227,24,32,37,33,35,null,null,null
926,37,1,188,18,34,39,33,35,null,null,null
926,35,0,182,24,33,36,null,null,37,39,null
926,39,1,155,21,37,38,35,36,null,null,null
926,36,0,125,9,35,null,null,null,39,38,1
926,38,1,101,3,39,40,36,null,null,null,1
926,40,1,83,6,38,null,36,null,null,null,null
927,28,0,1560,40,null,29,null,null,null,27,5
927,27,1,1512,40,null,31,28,29,null,null,5
927,29,0,1361,40,28,30,null,null,27,31,null
927,30,0,429,40,29,33,null,null,27,31,2
927,31,1,426,40,27,32,30,33,null,null,2
927,33,0,308,36,30,35,null,null,31,32,null
927,32,1,290,27,31,34,33,35,null,null,null
927,34,1,248,21,32,37,33,35,null,null,null
927,35,0,212,30,33,36,null,null,34,37,null
927,37,1,203,15,34,39,35,36,null,null,null
927,39,1,173,18,37,38,35,36,null,null,null
927,36,0,140,15,35,40,null,null,39,38,1
927,38,1,101,0,39,null,36,40,null,null,1
927,40,0,86,3,36,null,null,null,38,null,null
928,28,0,1600,40,null,29,null,null,null,27,5
928,27,1,1552,40,null,31,28,29,null,null,5
928,29,0,1398,37,28,30,null,null,27,31,null
928,30,0,466,37,29,33,null,null,27,31,2
928,31,1,463,37,27,32,30,33,null,null,2
928,33,0,341,33,30,35,null,null,31,32,null
928,32,1,323,33,31,34,33,35,null,null,null
928,34,1,275,27,32,37,33,35,null,null,null
928,35,0,248,36,33,36,null,null,34,37,null
928,37,1,224,21,34,39,35,36,null,null,null
928,39,1,188,15,37,38,35,36,null,null,null
928,36,0,152,12,35,40,null,null,39,38,null
928,38,1,107,6,39,null,36,40,null,null,1
928,40,0,95,9,36,null,null,null,38,null,1
929,28,0,1640,40,null,29,null,null,null,27,5
929,27,1,1592,40,null,31,28,29,null,null,5
929,29,0,1438,40,28,30,null,null,27,31,null
929,30,0,506,40,29,33,null,null,27,31,2
929,31,1,503,40,27,32,30,33,null,null,2
929,33,0,371,30,30,35,null,null,31,32,null
929,32,1,362,39,31,34,33,35,null,null,null
929,34,1,308,33,32,37,33,35,null,null,null
929,35,0,288,40,33,36,null,null,34,37,null
929,37,1,251,27,34,39,35,36,null,null,null
929,39,1,209,21,37,38,35,36,null,null,null
929,36,0,170,18,35,40,null,null,39,38,null
929,38,1,119,12,39,null,36,40,null,null,1
929,40,0,110,15,36,null,null,null,38,null,1
930,28,0,1680,40,null,29,null,null,null,27,5
930,27,1,1629,37,null,31,28,29,null,null,5
930,29,0,1478,40,28,30,null,null,27,31,null
930,30,0,543,37,29,33,null,null,27,31,2
930,31,1,540,37,27,32,30,33,null,null,2
930,33,0,407,36,30,35,null,null,31,32,null
930,32,1,398,36,31,34,33,35,null,null,null
930,34,1,347,39,32,37,33,35,null,null,null
930,35,0,325,37,33,36,null,null,34,37,null
930,37,1,284,33,34,39,35,36,null,null,null
930,39,1,236,27,37,38,35,36,null,null,null
930,36,0,185,15,35,40,null,null,39,38,null
930,38,1,137,18,39,null,36,40,null,null,1
930,40,0,131,21,36,null,null,null,38,null,1
931,28,0,1720,40,null,29,null,null,null,27,5
931,27,1,1669,40,null,31,28,29,null,null,5
931,29,0,1518,40,28,30,null,null,27,31,null
931,31,1,580,40,27,32,29,30,null,null,2
931,30,0,577,34,29,33,null,null,31,32,2
931,33,0,447,40,30,35,null,null,31,32,null
931,32,1,438,40,31,34,33,35,null,null,null
931,34,1,383,36,32,37,33,35,null,null,null
931,35,0,365,40,33,36,null,null,34,37,null
931,37,1,323,39,34,39,35,36,null,null,null
931,39,1,269,33,37,38,35,36,null,null,null
931,36,0,197,12,35,40,null,null,39,38,null
931,38,1,161,24,39,null,36,40,null,null,null
931,40,0,158,27,36,null,null,null,38,null,null
932,28,0,1760,40,null,29,null,null,null,27,5
932,27,1,1706,37,null,31,28,29,null,null,5
932,29,0,1558,40,28,30,null,null,27,31,null
932,31,1,617,37,27,32,29,30,null,null,2
932,30,0,617,40,29,33,null,null,31,32,2
932,33,0,487,40,30,35,null,null,31,32,null
932,32,1,478,40,31,34,33,35,null,null,null
932,34,1,423,40,32,37,33,35,null,null,null
932,35,0,405,40,33,36,null,null,34,37,null
932,37,1,363,40,34,39,35,36,null,null,null
932,39,1,308,39,37,38,35,36,null,null,null
932,36,0,215,18,35,40,null,null,39,38,null
932,38,1,191,30,39,null,36,40,null,null,null
932,40,0,182,24,36,null,null,null,38,null,null
933,28,0,1800,40,null,29,null,null,null,27,5
933,27,1,1746,40,null,31,28,29,null,null,5
933,29,0,1595,37,28,30,null,null,27,31,null
933,30,0,657,40,29,33,null,null,27,31,2
933,31,1,651,34,27,32,30,33,null,null,2
933,33,0,527,40,30,35,null,null,31,32,null
933,32,1,518,40,31,34,33,35,null,null,null
933,34,1,463,40,32,37,33,35,null,null,null
933,35,0,445,40,33,39,null,null,34,37,null
933,37,1,403,40,34,38,35,39,null,null,null
933,39,0,347,39,35,36,null,null,37,38,null
933,36,0,239,24,39,40,null,null,37,38,null
933,38,1,227,36,37,null,36,40,null,null,null
933,40,0,200,18,36,null,null,null,38,null,null
934,28,0,1840,40,null,29,null,null,null,27,5
934,27,1,1783,37,null,31,28,29,null,null,5
934,29,0,1635,40,28,30,null,null,27,31,null
934,30,0,697,40,29,33,null,null,27,31,3
934,31,1,691,40,27,32,30,33,null,null,3
934,33,0,564,37,30,35,null,null,31,32,2
934,32,1,555,37,31,34,33,35,null,null,2
934,34,1,503,40,32,37,33,35,null,null,null
934,35,0,485,40,33,39,null,null,34,37,null
934,37,1,440,37,34,38,35,39,null,null,null
934,39,0,387,40,35,36,null,null,37,38,null
934,36,0,269,30,39,40,null,null,37,38,null
934,38,1,260,33,37,null,36,40,null,null,null
934,40,0,224,24,36,null,null,null,38,null,null
935,28,0,1880,40,null,29,null,null,null,27,5
935,27,1,1817,34,null,31,28,29,null,null,5
935,29,0,1675,40,28,30,null,null,27,31,null
935,30,0,734,37,29,33,null,null,27,31,3
935,31,1,731,40,27,32,30,33,null,null,3
935,33,0,604,40,30,35,null,null,31,32,2
935,32,1,595,40,31,34,33,35,null,null,2
935,34,1,540,37,32,37,33,35,null,null,null
935,35,0,525,40,33,39,null,null,34,37,null
935,37,1,480,40,34,38,35,39,null,null,null
935,39,0,427,40,35,36,null,null,37,38,null
935,36,0,305,36,39,40,null,null,37,38,null
935,38,1,299,39,37,null,36,40,null,null,null
935,40,0,254,30,36,null,null,null,38,null,null
936,28,0,1917,37,null,29,null,null,null,27,5
936,27,1,1857,40,null,31,28,29,null,null,5
936,29,0,1715,40,28,30,null,null,27,31,null
936,30,0,774,40,29,33,null,null,27,31,3
936,31,1,771,40,27,32,30,33,null,null,3
936,33,0,644,40,30,35,null,null,31,32,2
936,32,1,632,37,31,34,33,35,null,null,2
936,34,1,580,40,32,37,33,35,null,null,null
936,35,0,562,37,33,39,null,null,34,37,null
936,37,1,520,40,34,38,35,39,null,null,null
936,39,0,467,40,35,36,null,null,37,38,null
936,36,0,345,40,39,40,null,null,37,38,null
936,38,1,339,40,37,null,36,40,null,null,null
936,40,0,290,36,36,null,null,null,38,null,null
937,28,0,1957,40,null,29,null,null,null,27,5
937,27,1,1897,40,null,31,28,29,null,null,5
937,29,0,1755,40,28,30,null,null,27,31,null
937,30,0,814,40,29,33,null,null,27,31,3
937,31,1,811,40,27,32,30,33,null,null,3
937,33,0,684,40,30,35,null,null,31,32,null
937,32,1,672,40,31,34,33,35,null,null,null
937,34,1,617,37,32,37,33,35,null,null,2
937,35,0,602,40,33,39,null,null,34,37,2
937,37,1,560,40,34,38,35,39,null,null,null
937,39,0,507,40,35,36,null,null,37,38,null
937,36,0,382,37,39,40,null,null,37,38,null
937,38,1,379,40,37,null,36,40,null,null,null
937,40,0,330,40,36,null,null,null,38,null,null
938,28,0,1994,37,null,29,null,null,null,27,5
938,27,1,1937,40,null,31,28,29,null,null,5
938,29,0,1795,40,28,30,null,null,27,31,null
938,30,0,851,37,29,33,null,null,27,31,3
938,31,1,851,40,27,32,30,33,null,null,3
938,33,0,724,40,30,35,null,null,31,32,null
938,32,1,712,40,31,34,33,35,null,null,null
938,34,1,657,40,32,37,33,35,null,null,2
938,35,0,639,37,33,39,null,null,34,37,2
938,37,1,600,40,34,38,35,39,null,null,null
938,39,0,547,40,35,36,null,null,37,38,null
938,38,1,419,40,37,null,39,36,null,null,null
938,36,0,416,34,39,40,null,null,38,null,null
938,40,0,367,37,36,null,null,null,38,null,null
939,28,0,2034,40,null,29,null,null,null,27,5
939,27,1,1974,37,null,31,28,29,null,null,5
939,29,0,1832,37,28,30,null,null,27,31,null
939,30,0,891,40,29,33,null,null,27,31,3
939,31,1,891,40,27,32,30,33,null,null,3
939,33,0,764,40,30,35,null,null,31,32,null
939,32,1,752,40,31,34,33,35,null,null,null
939,34,1,697,40,32,37,33,35,null,null,null
939,35,0,679,40,33,39,null,null,34,37,null
939,37,1,637,37,34,38,35,39,null,null,2
939,39,0,587,40,35,36,null,null,37,38,2
939,38,1,459,40,37,null,39,36,null,null,null
939,36,0,456,40,39,40,null,null,38,null,null
939,40,0,401,34,36,null,null,null,38,null,null
940,28,0,2074,40,null,29,null,null,null,27,null
940,27,1,2014,40,null,31,28,29,null,null,5
940,29,0,1872,40,28,30,null,null,27,31,5
940,30,0,931,40,29,33,null,null,27,31,3
940,31,1,931,40,27,32,30,33,null,null,3
940,33,0,804,40,30,35,null,null,31,32,null
940,32,1,792,40,31,34,33,35,null,null,null
940,34,1,737,40,32,37,33,35,null,null,null
940,35,0,719,40,33,39,null,null,34,37,null
940,37,1,671,34,34,38,35,39,null,null,null
940,39,0,627,40,35,36,null,null,37,38,2
940,38,1,499,40,37,null,39,36,null,null,2
940,36,0,493,37,39,40,null,null,38,null,null
940,40,0,441,40,36,null,null,null,38,null,null
941,28,0,2114,40,null,29,null,null,null,27,null
941,27,1,2054,40,null,31,28,29,null,null,null
941,29,0,1912,40,28,30,null,null,27,31,5
941,30,0,971,40,29,33,null,null,27,31,3
941,31,1,968,37,27,32,30,33,null,null,3
941,33,0,844,40,30,35,null,null,31,32,null
941,32,1,832,40,31,34,33,35,null,null,null
941,34,1,774,37,32,37,33,35,null,null,null
941,35,0,759,40,33,39,null,null,34,37,null
941,37,1,711,40,34,38,35,39,null,null,null
941,39,0,667,40,35,36,null,null,37,38,null
941,38,1,539,40,37,null,39,36,null,null,2
941,36,0,533,40,39,40,null,null,38,null,2
941,40,0,478,37,36,null,null,null,38,null,null
942,28,0,2154,40,null,29,null,null,null,27,null
942,27,1,2094,40,null,31,28,29,null,null,null
942,29,0,1952,40,28,30,null,null,27,31,5
942,30,0,1011,40,29,33,null,null,27,31,3
942,31,1,1008,40,27,32,30,33,null,null,3
942,33,0,884,40,30,35,null,null,31,32,null
942,32,1,872,40,31,34,33,35,null,null,null
942,34,1,814,40,32,37,33,35,null,null,null
942,35,0,799,40,33,39,null,null,34,37,null
942,37,1,751,40,34,38,35,39,null,null,null
942,39,0,704,37,35,36,null,null,37,38,null
942,38,1,579,40,37,40,39,36,null,null,2
942,36,0,573,40,39,null,null,null,38,40,2
942,40,1,512,34,38,null,36,null,null,null,null
943,27,1,2134,40,null,31,null,29,null,null,null
943,29,0,1989,37,null,30,null,null,27,31,5
943,30,0,1051,40,29,33,null,null,27,31,3
943,31,1,1045,37,27,32,30,33,null,null,3
943,33,0,921,37,30,35,null,null,31,32,null
943,32,1,912,40,31,34,33,35,null,null,null
943,34,1,851,37,32,37,33,35,null,null,null
943,35,0,839,40,33,39,null,null,34,37,null
943,37,1,791,40,34,38,35,39,null,null,null
943,39,0,738,34,35,36,null,null,37,38,null
943,38,1,619,40,37,40,39,36,null,null,2
943,36,0,610,37,39,null,null,null,38,40,2
943,40,1,552,40,38,null,36,null,null,null,null
944,27,1,2174,40,null,31,null,29,null,null,null
944,29,0,2029,40,null,30,null,null,27,31,5
944,30,0,1088,37,29,33,null,null,27,31,3
944,31,1,1085,40,27,32,30,33,null,null,3
944,33,0,955,34,30,35,null,null,31,32,null
944,32,1,952,40,31,34,33,35,null,null,null
944,34,1,885,34,32,37,33,35,null,null,null
944,35,0,879,40,33,39,null,null,34,37,null
944,37,1,828,37,34,38,35,39,null,null,null
944,39,0,778,40,35,36,null,null,37,38,null
944,38,1,659,40,37,40,39,36,null,null,2
944,36,0,650,40,39,null,null,null,38,40,2
944,40,1,589,37,38,null,36,null,null,null,null
945,29,0,2069,40,null,30,null,null,null,31,null
945,30,0,1128,40,29,33,null,null,null,31,3
945,31,1,1125,40,null,32,30,33,null,null,3
945,33,0,995,40,30,35,null,null,31,32,null
945,32,1,992,40,31,34,33,35,null,null,null
945,34,1,925,40,32,37,33,35,null,null,null
945,35,0,919,40,33,39,null,null,34,37,null
945,37,1,868,40,34,38,35,39,null,null,null
945,39,0,818,40,35,36,null,null,37,38,null
945,38,1,699,40,37,40,39,36,null,null,null
945,36,0,690,40,39,null,null,null,38,40,null
945,40,1,629,40,38,null,36,null,null,null,2
946,29,0,2109,40,null,30,null,null,null,31,null
946,30,0,1168,40,29,33,null,null,null,31,3
946,31,1,1165,40,null,32,30,33,null,null,3
946,33,0,1035,40,30,35,null,null,31,32,null
946,32,1,1032,40,31,34,33,35,null,null,null
946,34,1,965,40,32,37,33,35,null,null,null
946,35,0,956,37,33,39,null,null,34,37,null
946,37,1,908,40,34,38,35,39,null,null,null
946,39,0,858,40,35,36,null,null,37,38,null
946,38,1,739,40,37,40,39,36,null,null,null
946,36,0,730,40,39,null,null,null,38,40,null
946,40,1,669,40,38,null,36,null,null,null,null
947,29,0,2149,40,null,30,null,null,null,31,null
947,30,0,1208,40,29,33,null,null,null,31,5
947,31,1,1202,37,null,32,30,33,null,null,3
947,33,0,1075,40,30,35,null,null,31,32,3
947,32,1,1069,37,31,34,33,35,null,null,null
947,34,1,1005,40,32,37,33,35,null,null,null
947,35,0,996,40,33,39,null,null,34,37,null
947,37,1,948,40,34,38,35,39,null,null,null
947,39,0,898,40,35,36,null,null,37,38,null
947,38,1,779,40,37,40,39,36,null,null,null
947,36,0,767,37,39,null,null,null,38,40,null
947,40,1,709,40,38,null,36,null,null,null,null
948,29,0,2189,40,null,30,null,null,null,31,null
948,30,0,1248,40,29,33,null,null,null,31,5
948,31,1,1242,40,null,32,30,33,null,null,5
948,33,0,1115,40,30,35,null,null,31,32,3
948,32,1,1109,40,31,34,33,35,null,null,3
948,34,1,1045,40,32,37,33,35,null,null,null
948,35,0,1036,40,33,39,null,null,34,37,null
948,37,1,988,40,34,38,35,39,null,null,null
948,39,0,938,40,35,36,null,null,37,38,null
948,38,1,819,40,37,40,39,36,null,null,null
948,36,0,807,40,39,null,null,null,38,40,null
948,40,1,749,40,38,null,36,null,null,null,null
949,30,0,1285,37,null,33,null,null,null,31,5
949,31,1,1282,40,null,32,30,33,null,null,5
949,33,0,1155,40,30,35,null,null,31,32,3
949,32,1,1149,40,31,34,33,35,null,null,3
949,34,1,1085,40,32,37,33,35,null,null,null
949,35,0,1076,40,33,39,null,null,34,37,null
949,37,1,1028,40,34,38,35,39,null,null,null
949,39,0,978,40,35,36,null,null,37,38,null
949,38,1,859,40,37,40,39,36,null,null,null
949,36,0,847,40,39,null,null,null,38,40,null
949,40,1,789,40,38,null,36,null,null,null,null
950,30,0,1325,40,null,33,null,null,null,31,5
950,31,1,1322,40,null,32,30,33,null,null,5
950,33,0,1195,40,30,35,null,null,31,32,3
950,32,1,1189,40,31,34,33,35,null,null,3
950,34,1,1125,40,32,37,33,35,null,null,null
950,35,0,1113,37,33,39,null,null,34,37,null
950,37,1,1068,40,34,38,35,39,null,null,null
950,39,0,1018,40,35,36,null,null,37,38,null
950,38,1,899,40,37,40,39,36,null,null,null
950,36,0,887,40,39,null,null,null,38,40,null
950,40,1,829,40,38,null,36,null,null,null,null
951,30,0,1365,40,null,33,null,null,null,31,5
951,31,1,1362,40,null,32,30,33,null,null,5
951,33,0,1235,40,30,35,null,null,31,32,null
951,32,1,1229,40,31,34,33,35,null,null,null
951,34,1,1165,40,32,37,33,35,null,null,3
951,35,0,1153,40,33,39,null,null,34,37,3
951,37,1,1108,40,34,38,35,39,null,null,null
951,39,0,1055,37,35,36,null,null,37,38,null
951,38,1,939,40,37,40,39,36,null,null,null
951,36,0,927,40,39,null,null,null,38,40,null
951,40,1,869,40,38,null,36,null,null,null,null
952,30,0,1402,37,null,33,null,null,null,31,5
952,31,1,1402,40,null,32,30,33,null,null,5
952,33,0,1272,37,30,35,null,null,31,32,null
952,32,1,1269,40,31,34,33,35,null,null,null
952,34,1,1205,40,32,37,33,35,null,null,null
952,35,0,1193,40,33,39,null,null,34,37,3
952,37,1,1145,37,34,38,35,39,null,null,3
952,39,0,1095,40,35,36,null,null,37,38,null
952,38,1,979,40,37,40,39,36,null,null,null
952,36,0,967,40,39,null,null,null,38,40,null
952,40,1,909,40,38,null,36,null,null,null,null
953,31,1,1442,40,null,32,null,30,null,null,5
953,30,0,1436,34,null,33,null,null,31,32,5
953,33,0,1312,40,30,35,null,null,31,32,null
953,32,1,1306,37,31,34,33,35,null,null,null
953,34,1,1245,40,32,37,33,35,null,null,null
953,35,0,1233,40,33,39,null,null,34,37,null
953,37,1,1179,34,34,38,35,39,null,null,3
953,39,0,1135,40,35,36,null,null,37,38,3
953,38,1,1019,40,37,40,39,36,null,null,null
953,36,0,1007,40,39,null,null,null,38,40,null
953,40,1,949,40,38,null,36,null,null,null,null
954,31,1,1479,37,null,32,null,30,null,null,5
954,30,0,1476,40,null,33,null,null,31,32,5
954,33,0,1352,40,30,35,null,null,31,32,null
954,32,1,1346,40,31,34,33,35,null,null,null
954,34,1,1285,40,32,37,33,35,null,null,null
954,35,0,1273,40,33,39,null,null,34,37,null
954,37,1,1219,40,34,38,35,39,null,null,null
954,39,0,1175,40,35,36,null,null,37,38,3
954,38,1,1059,40,37,40,39,36,null,null,3
954,36,0,1047,40,39,null,null,null,38,40,null
954,40,1,989,40,38,null,36,null,null,null,null
955,30,0,1516,40,null,33,null,null,null,31,5
955,31,1,1513,34,null,32,30,33,null,null,5
955,33,0,1392,40,30,35,null,null,31,32,null
955,32,1,1386,40,31,34,33,35,null,null,null
955,34,1,1325,40,32,37,33,35,null,null,null
955,35,0,1313,40,33,39,null,null,34,37,null
955,37,1,1259,40,34,38,35,39,null,null,null
955,39,0,1215,40,35,36,null,null,37,38,null
955,38,1,1099,40,37,40,39,36,null,null,3
955,36,0,1087,40,39,null,null,null,38,40,3
955,40,1,1029,40,38,null,36,null,null,null,null
956,30,0,1556,40,null,33,null,null,null,31,5
956,31,1,1544,31,null,32,30,33,null,null,5
956,33,0,1432,40,30,35,null,null,31,32,null
956,32,1,1426,40,31,34,33,35,null,null,null
956,34,1,1365,40,32,37,33,35,null,null,null
956,35,0,1350,37,33,39,null,null,34,37,null
956,37,1,1296,37,34,38,35,39,null,null,null
956,39,0,1255,40,35,36,null,null,37,38,null
956,38,1,1139,40,37,40,39,36,null,null,3
956,36,0,1127,40,39,null,null,null,38,40,3
956,40,1,1069,40,38,null,36,null,null,null,null
957,30,0,1596,40,null,33,null,null,null,31,5
957,31,1,1572,28,null,32,30,33,null,null,5
957,33,0,1472,40,30,35,null,null,31,32,null
957,32,1,1466,40,31,34,33,35,null,null,null
957,34,1,1405,40,32,37,33,35,null,null,null
957,35,0,1390,40,33,39,null,null,34,37,null
957,37,1,1336,40,34,38,35,39,null,null,null
957,39,0,1295,40,35,36,null,null,37,38,null
957,38,1,1179,40,37,40,39,36,null,null,3
957,36,0,1164,37,39,null,null,null,38,40,3
957,40,1,1109,40,38,null,36,null,null,null,null
958,30,0,1633,37,null,33,null,null,null,31,5
958,31,1,1606,34,null,32,30,33,null,null,5
958,33,0,1512,40,30,35,null,null,31,32,null
958,32,1,1506,40,31,34,33,35,null,null,null
958,34,1,1445,40,32,37,33,35,null,null,null
958,35,0,1430,40,33,39,null,null,34,37,null
958,37,1,1376,40,34,38,35,39,null,null,null
958,39,0,1335,40,35,36,null,null,37,38,null
958,38,1,1219,40,37,40,39,36,null,null,null
958,36,0,1204,40,39,null,null,null,38,40,null
958,40,1,1149,40,38,null,36,null,null,null,3
959,30,0,1673,40,null,33,null,null,null,31,5
959,31,1,1646,40,null,32,30,33,null,null,5
959,33,0,1552,40,30,35,null,null,31,32,null
959,32,1,1546,40,31,34,33,35,null,null,null
959,34,1,1485,40,32,37,33,35,null,null,null
959,35,0,1470,40,33,39,null,null,34,37,null
959,37,1,1416,40,34,38,35,39,null,null,null
959,39,0,1372,37,35,36,null,null,37,38,null
959,38,1,1259,40,37,40,39,36,null,null,null
959,36,0,1244,40,39,null,null,null,38,40,null
959,40,1,1189,40,38,null,36,null,null,null,3
960,30,0,1713,40,null,33,null,null,null,31,5
960,31,1,1686,40,null,32,30,33,null,null,5
960,33,0,1592,40,30,35,null,null,31,32,null
960,32,1,1583,37,31,34,33,35,null,null,null
960,34,1,1522,37,32,37,33,35,null,null,null
